Year,County,% Food Insecure,Population,# Uninsured,# Uninsured.1,Homicide Rate
2013,chemung,10.125668755837976,,6505.173082967641,,
2012,chemung,8.740683882541529,,7287.495635226711,,
2011,chemung,7.359221986409909,,8072.232986703016,,
2010,chemung,5.976561160483888,,8625.576868419339,,
2013,chenango,7.728657446651652,,4953.138552502102,,
2012,chenango,5.802790720752674,,5405.097717017658,,
2011,chenango,3.7998115735241296,,5866.768464625105,,
2010,chenango,1.782884499520345,,6311.038042848213,,
2013,clinton,10.670892794383962,,7046.381735501253,,
2012,clinton,9.601682793570445,,7483.791291334005,,
2011,clinton,8.554403430395562,,7884.6991579679225,,
2010,clinton,7.495107224718922,,8449.82207973697,,
2013,columbia,8.293072955983122,,5330.427412227766,,
2012,columbia,7.552915568192855,,5665.0717117612885,,
2011,columbia,6.616083947233066,,6414.03587852908,,
2010,columbia,5.916730300426976,,7259.911908977225,,
2013,cortland,8.390498888422385,,3902.051065758519,,
2012,cortland,5.903674102153263,,4186.552699858889,,
2011,cortland,2.495686019865714,,4461.0481674204,,
2010,cortland,0.0,,4731.76799954781,,
2013,delaware,9.47319042060756,,4908.393515344705,,
2012,delaware,8.422381474337298,,5822.961835783748,,
2011,delaware,7.400097685012708,,6278.343155096578,,
2010,delaware,6.53389515133956,,6430.986443174844,,
2013,dutchess,8.147006722680448,,23027.463432069126,,
2012,dutchess,6.84114057903015,,24059.894019694635,,
2011,dutchess,5.470769471068414,,24974.687501899545,,
2010,dutchess,4.065618636512797,,25729.23190286552,,
2013,erie,9.905566709268589,,73636.95724265647,,
2012,erie,8.04164550513893,,80041.07706058626,,
2011,erie,5.399905107128202,,86512.04301120836,,
2010,erie,2.9600828309854483,,93247.03375842408,,
2013,essex,8.609230214294465,,3374.903665575655,,
2012,essex,6.6357701790251,,3578.4421844351527,,
2011,essex,4.557573774778031,,3755.9339998649525,,
2010,essex,2.46230390955381,,3923.199471113386,,
2013,franklin,9.014165619467308,,4517.359075245712,,
2012,franklin,6.456899852155885,,4687.170703023431,,
2011,franklin,2.831530739186082,,5059.213263073199,,
2010,franklin,0.0,,5264.823292449773,,
2013,fulton,10.483461849196257,,5054.361705453691,,
2012,fulton,8.834624232810924,,5465.187425628505,,
2011,fulton,7.085635555639462,,5824.664371369012,,
2010,fulton,5.338770689718979,,6123.361629145873,,
2013,genesee,6.505141727962198,,5705.55541401613,,
2012,genesee,3.8768461126341167,,6308.022934016429,,
2011,genesee,0.16589563289809695,,6858.414083804054,,
2010,genesee,0.0,,7357.083587534537,,
2013,greene,9.039899170756097,,4309.953084673332,,
2012,greene,7.075583141614561,,4916.806885196079,,
2011,greene,4.979697183401514,,5567.391446806799,,
2010,greene,2.818520451218123,,6008.975973677262,,
2013,hamilton,6.051665927307559,,542.3392840137458,,
2012,hamilton,4.399128810387405,,583.6451930766368,,
2011,hamilton,2.7449866894154296,,641.5265924614886,,
2010,hamilton,1.090802673407937,,698.6260022961636,,
2013,herkimer,7.704879699014897,,5924.793423955395,,
2012,herkimer,4.836435365277963,,6486.832047430556,,
2011,herkimer,1.3367864110591912,,6874.048852017119,,
2010,herkimer,0.0,,7248.263560208927,,
2013,jefferson,10.850398650701747,,9781.25851909991,,
2012,jefferson,8.866501666115692,,9824.18099821955,,
2011,jefferson,6.010329496067897,,9859.857589209565,,
2010,jefferson,3.531641852992755,,9899.867989059496,,
2013,lewis,9.723578715809404,,3078.986327956748,,
2012,lewis,9.06568788281995,,3614.7671147552237,,
2011,lewis,8.074418996812964,,3877.6822614121434,,
2010,lewis,7.205530691886478,,4026.8676329462614,,
2013,livingston,6.1058719463401,,4330.651855549448,,
2012,livingston,3.3563038200084834,,4442.393942343634,,
2011,livingston,0.0,,4526.745623472694,,
2010,livingston,0.0,,4613.382788648961,,
2013,madison,5.901024276918989,,5271.076002062706,,
2012,madison,2.8566074886320996,,5815.744438241015,,
2011,madison,0.0,,6645.829989720055,,
2010,madison,0.0,,7386.181303885859,,
2013,monroe,10.2599100053063,,64040.35731327688,,
2012,monroe,8.561120487326253,,68686.14397263539,,
2011,monroe,6.4932158173176635,,73971.41145423426,,
2010,monroe,4.349909932383415,,79822.82707445108,,
2013,montgomery,10.538642313704093,,4199.965758697421,,
2012,montgomery,9.75767912102652,,4229.152296093589,,
2011,montgomery,8.934778537792097,,4282.986902910224,,
2010,montgomery,7.938436195491612,,4358.17905768056,,
2013,nassau,6.179448152610002,,114512.06608746113,,
2012,nassau,5.685065691252265,,117853.04010742078,,
2011,nassau,5.218350439701623,,122346.28000609585,,
2010,nassau,4.758523887399553,,130017.77599319164,,
2013,niagara,8.136980556903875,,20636.085984623365,,
2012,niagara,5.210642945222733,,22380.716237543988,,
2011,niagara,1.4382132977202418,,23953.357212686933,,
2010,niagara,0.0,,26211.473816586535,,
2013,oneida,8.602827794814077,,20484.934217504477,,
2012,oneida,5.981659030619686,,22726.064176206863,,
2011,oneida,2.6477384406608797,,24288.83573824191,,
2010,oneida,0.0,,25761.411224044987,,
2013,onondaga,9.17941343156251,,42455.8925155463,,
2012,onondaga,6.715987200114572,,44350.798179059086,,
2011,onondaga,3.3844033380818517,,47689.76492248236,,
2010,onondaga,0.0,,51309.13347698965,,
2013,ontario,5.74804766038761,,9051.4069913483,,
2012,ontario,3.0489255369365984,,9926.873951741707,,
2011,ontario,0.0,,10336.547938108211,,
2010,ontario,0.0,,11204.519222663008,,
2013,orange,8.89811699635637,,35701.110282924245,,
2012,orange,8.128523247422184,,38041.61381741728,,
2011,orange,7.600738929490492,,40303.00623246571,,
2010,orange,7.200635203086491,,42596.211648140066,,
2013,orleans,7.820154526760771,,3844.5539629332698,,
2012,orleans,4.92972932883534,,4076.3014723052825,,
2011,orleans,1.6164719136206964,,4284.594435154859,,
2010,orleans,0.0,,4485.650908278192,,
2013,oswego,9.662441400885488,,11585.177282851584,,
2012,oswego,7.924270784210519,,12964.021389366833,,
2011,oswego,5.878052759691458,,13872.349197811614,,
2010,oswego,3.9714902171111963,,14773.961988317234,,
2013,otsego,8.96540802179999,,5518.419356548935,,
2012,otsego,7.639251873454737,,5741.207500552197,,
2011,otsego,6.289751346681422,,5856.531537290736,,
2010,otsego,4.950708074668365,,6275.456991773691,,
2013,putnam,5.070646772640742,,7328.0280662282785,,
2012,putnam,4.536207061887467,,8335.941986615499,,
2011,putnam,4.001058824401781,,9374.341288742236,,
2010,putnam,3.465779370632277,,9769.759241672478,,
2013,rensselaer,8.306951096321743,,13396.147426548685,,
2012,rensselaer,6.400267974736127,,14995.304989946495,,
2011,rensselaer,3.9395852552336468,,16290.890907443558,,
2010,rensselaer,1.680277244258167,,17509.692171973405,,
2013,rockland,9.13331890502091,,29553.278498388452,,
2012,rockland,9.22035366494268,,31149.31947085957,,
2011,rockland,8.97159820130992,,32788.13107261895,,
2010,rockland,8.7020571264633,,34650.5256297133,,
2013,st. lawrence,11.09153376522886,,11436.850464014888,,
2012,st. lawrence,9.804302994806852,,12677.457648467067,,
2011,st. lawrence,8.434382982620763,,13307.277912488607,,
2010,st. lawrence,7.109255067064056,,14387.948509391977,,
2013,saratoga,4.636184844950989,,14788.006793028133,,
2012,saratoga,1.7560313769065958,,15628.308705700658,,
2011,saratoga,0.0,,16824.066981237083,,
2010,saratoga,0.0,,17977.8668699234,,
2013,schenectady,8.143753510569775,,14850.628142210258,,
2012,schenectady,5.561557184655961,,15944.653355745573,,
2011,schenectady,2.2736793630131005,,17106.088744903213,,
2010,schenectady,0.0,,18949.93874674842,,
2013,schoharie,8.868443127412538,,3062.317905146116,,
2012,schoharie,8.090124131386329,,3380.5558222885934,,
2011,schoharie,7.239960128278602,,3584.15957298152,,
2010,schoharie,6.413401749793418,,3874.9328447690636,,
2013,schuyler,4.908175752289544,,1783.253041763297,,
2012,schuyler,2.288233598547596,,1911.7422915312131,,
2011,schuyler,0.0,,2065.122963846157,,
2010,schuyler,0.0,,2210.7832310315234,,
2013,seneca,7.542473319005713,,2825.6304250292137,,
2012,seneca,5.838212919473583,,2959.229791661367,,
2011,seneca,4.004615455489443,,3103.2662771374894,,
2010,seneca,2.200411434710277,,3203.5226350714775,,
2013,steuben,9.36730060210764,,11194.659541262106,,
2012,steuben,7.827166142028804,,12853.611868434355,,
2011,steuben,6.0268595731162,,13596.55137809419,,
2010,steuben,4.395481130569109,,14743.95929642409,,
2013,suffolk,6.088853226477577,,129804.62145445606,,
2012,suffolk,5.0617009489013425,,131842.7342548775,,
2011,suffolk,3.945562497681491,,133520.30094731718,,
2010,suffolk,2.8046733195437428,,135049.44019510847,,
2013,sullivan,11.127833454102724,,8941.835254645133,,
2012,sullivan,10.067315323867817,,9301.700744539974,,
2011,sullivan,9.016814806385646,,9717.002859074364,,
2010,sullivan,7.969192552372717,,10259.61346795059,,
2013,tioga,6.441577739230655,,4210.654371244083,,
2012,tioga,5.0149186119192635,,4488.997394772835,,
2011,tioga,3.3431647821533974,,4822.437722186638,,
2010,tioga,1.8228290460315064,,5178.350718312157,,
2013,tompkins,10.343407404233167,,9334.447665446902,,
2012,tompkins,8.517830898024583,,10035.265144043746,,
2011,tompkins,6.375200597367891,,10258.944019799317,,
2010,tompkins,4.172263392621834,,10938.61612447671,,
2013,ulster,8.721318457113084,,17745.88633006406,,
2012,ulster,7.0938995189213525,,18884.157345312015,,
2011,ulster,5.411625585994916,,19475.21993124476,,
2010,ulster,3.701518998185054,,19942.352183336756,,
2013,warren,8.018031823753658,,5394.2520806611765,,
2012,warren,6.367372394463985,,6047.8693510613275,,
2011,warren,4.691404448470857,,6432.660463385495,,
2010,warren,3.0059607452433688,,6661.315669186696,,
2013,washington,6.402854995547475,,5865.787049200446,,
2012,washington,3.747391763694977,,6891.555900065344,,
2011,washington,0.36670202893489545,,7566.7948068375645,,
2010,washington,0.0,,7817.027047752513,,
2013,wayne,6.962200971461761,,8732.15621089655,,
2012,wayne,4.607560139818528,,9413.924517675963,,
2011,wayne,1.9386062946737317,,10103.303503832896,,
2010,wayne,0.0,,10832.703352665121,,
2013,westchester,9.519217545869864,,85958.09679355733,,
2012,westchester,9.013560720694706,,84561.68210788704,,
2011,westchester,8.511489908453939,,83176.11278722239,,
2010,westchester,7.958848203757903,,81783.1067644714,,
2013,wyoming,6.790922946848337,,3552.746077438763,,
2012,wyoming,4.0613412302344845,,3905.746842295227,,
2011,wyoming,0.5139493208188168,,4226.891548531996,,
2010,wyoming,0.0,,4519.8222278170915,,
2013,yates,6.240414072289694,,2186.8363259859093,,
2012,yates,3.298885918000439,,2191.0009057240177,,
2011,yates,0.0,,2165.394182983177,,
2010,yates,0.0,,2129.311928683098,,
